Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Consumed
49,Female,68.8,1.66,190,137,63,2,1023,Yoga,26.2,2.6,2,1,15.5,1613
43,Female,69.7,1.75,193,162,53,0.52,1262,Cardio,26.1,1.5,3,2,22.68,1893
34,Female,102.9,1.64,188,124,74,1.24,700,Strength,24.2,3.3,4,1,14.76,2290
23,Female,90.5,1.5,182,148,67,1.16,1204,Strength,23.3,2.8,2,2,15.69,2440
29,Female,40,1.72,194,127,68,1.51,1005,HIIT,27.1,2.1,2,1,21.98,2026
31,Male,81.9,1.63,168,126,56,1.17,760,Cardio,23.1,2.1,4,2,12.32,2449
38,Male,99.6,1.6,173,132,56,1.01,1128,Strength,30.6,3.4,2,2,16.92,2710
18,Female,65.7,1.72,180,169,56,2,1005,HIIT,27,3,3,2,21.61,2026
18,Male,47,1.84,179,136,74,1.52,1256,Strength,22.5,3.4,2,2,18.9,2858
41,Female,85.7,1.66,170,134,74,1.69,475,Yoga,11.1,1.5,4,1,17.33,1742
29,Male,62,1.74,181,158,53,1.15,549,Yoga,22.5,2.2,,,16.32,2160
45,Male,70.9,2,198,128,73,1.19,1064,HIIT,27.8,1.5,3,1,27.46,2253
49,Female,59.2,1.55,185,169,63,1.32,1169,Yoga,25.1,1.7,4,1,27.18,1700
29,Male,83.7,1.8,190,149,74,1.43,1157,Cardio,16,3.5,,1,13.59,2391
55,Female,53.8,1.52,191,136,55,1.17,1102,HIIT,20.4,3.6,3,2,23.84,1552
18,Female,68.1,1.66,160,120,65,1.43,1343,Cardio,27.2,3.3,4,1,25.77,2325
41,Female,105.1,1.67,194,127,68,1.3,1068,Strength,30.6,3.5,3,3,17.65,2288
24,Female,45.5,2,169,164,60,1.82,1297,HIIT,24.9,2.2,3,1,17.6,1920
51,Male,58.8,1.63,188,155,59,1.1,897,Cardio,24.7,3.3,2,1,21.73,2087
20,Male,52.9,1.8,163,159,57,1.45,1117,Strength,27.1,3.3,3,1,27.72,2916
43,Female,57.1,1.96,196,149,51,1.88,858,Cardio,29.9,3.2,5,,13.07,2111
23,Male,68.6,1.8,196,138,65,1.08,578,Strength,16.8,2.6,2,1,21.41,2785
39,Male,76.2,1.77,164,169,74,2,1196,HIIT,28.7,3.3,2,1,17.38,2136
47,Male,68.2,1.58,164,140,72,1,1316,HIIT,28.1,2.6,2,3,16.35,2416
18,Male,40,1.64,160,152,56,1.2,1317,Cardio,19.2,1.8,3,1,28.02,2833
28,Male,82.4,1.57,171,169,55,1.07,1218,HIIT,31,2.5,4,,12.47,2133
29,Male,46.8,1.7,195,153,59,1.33,1178,Cardio,24.7,3.4,3,2,26.27,2401
21,Male,62.2,1.71,190,142,58,2,1757,Yoga,18.5,3.1,,2,16.06,2324
33,Male,58.1,1.65,168,130,60,1.18,850,Strength,22.4,3.1,3,2,12.32,2717
,Female,82.7,1.79,191,124,,1.15,823,HIIT,31.8,1.8,3,1,12.32,1832
45,Female,55.2,1.9,175,156,67,1.39,854,Strength,24.5,2.5,5,1,12.32,2172
18,Female,65.5,1.69,178,134,53,1.29,405,Cardio,24.4,,4,2,12.32,2052
22,Male,52.3,1.66,190,146,59,0.76,1186,Yoga,21.4,3.3,2,2,15.38,2423
37,Female,40,1.66,176,134,57,2,931,Strength,27.2,2.7,3,2,23.21,1974
28,Female,93.2,1.71,176,149,60,1.4,1348,HIIT,27.2,2.1,,2,14.12,1959
18,Female,53.9,1.73,177,157,73,1.24,1483,Cardio,10,3.5,3,1,15.92,2417
52,Male,54.9,1.67,167,144,69,2,997,Strength,16.4,2.5,4,2,18.27,2540
18,Male,62.7,1.87,184,141,59,1.59,708,Cardio,10.3,1.5,2,2,13.14,2633
57,Female,98.3,1.71,162,126,61,0.95,366,HIIT,22.7,3.3,3,2,20.61,1685
40,Female,71.4,1.92,171,167,57,0.62,1412,Strength,10,1.8,3,1,18.19,2084
33,Male,74.6,1.58,172,165,68,1.4,1271,Yoga,15.6,2.7,2,2,13.23,2350
51,Male,47.1,2,177,163,65,1.29,1140,Yoga,21.9,2.8,5,1,14.85,2185
46,Female,49.2,1.5,184,120,73,2,832,Yoga,25.9,3.3,3,1,15.31,1787
36,Male,80.8,1.91,184,,59,0.99,780,HIIT,23.6,3.3,4,2,18.61,2145
51,Male,80.8,2,167,129,55,1.52,1454,Cardio,33.9,1.6,3,1,12.58,2146
59,Female,85.7,1.6,182,140,72,2,1243,Yoga,33.4,1.5,4,3,24.01,1726
18,Male,42.3,1.64,198,169,65,1.55,1199,Cardio,26.4,3.2,4,1,15.26,2578
23,Female,41.5,1.89,188,129,59,1.35,532,HIIT,27.6,3.4,3,2,20.79,2299
22,Male,84.3,1.6,173,127,72,0.8,911,HIIT,24,3.3,5,1,13.86,2603
34,Male,82.4,1.66,192,148,72,1.11,1090,Strength,26.3,3.4,2,2,18.08,2712
24,Female,79.7,1.92,192,,53,1.29,1187,Yoga,25.3,3.5,5,3,45.54,2180
32,Male,40.6,1.92,166,169,57,1.33,1783,Strength,17.1,3.6,5,3,12.32,2514
46,Female,58.6,2,194,135,55,2,1162,HIIT,27.1,3.6,2,1,24.38,2006
20,Male,40,1.81,176,138,66,1.44,1210,Cardio,23,3.6,4,2,12.32,2722
36,Female,80.8,1.71,162,163,74,1.86,900,Yoga,19.4,2,2,2,12.54,1720
54,Male,88.5,2,173,134,58,1.11,1388,HIIT,27.7,3.7,3,2,36.73,2007
52,Male,84.3,1.69,164,169,54,0.77,1367,HIIT,32.6,2.9,3,2,15.11,2022
47,Male,70.1,1.84,188,129,67,1.2,1261,Strength,28.4,2.5,3,2,17.99,2422
35,Male,49.3,1.71,180,152,73,1.04,956,Cardio,32.9,1.7,4,3,12.65,2641
40,Male,79.5,1.92,184,156,52,1.29,1178,Strength,14.7,1.5,4,1,23.51,2365
